"","State","Date","Total_cc","Male_cc","Female_cc","Male_per_cc","Female_per_cc","Male_cr_cc","Female_cr_cc","Total_D","Male_d","Female_d","Male_per_d","Female_per_d","Male_cr_d","Female_cr_d","Source","2018 Pop","2019 Pop","Medicaid Expand","2018 Uninsured","2019 Uninsured","Difference","Median Income","Percent Pov","case_ratio","death_ratio"
"1305","Pennsylvania",2020-09-28,151299,69922,85169,46.21,56.29,1628.87,1687.9,"8106",3931,4150,48.49,51.2,62.76,63.57,"https://www.health.pa.gov/topics/disease/coronavirus/Pages/Cases.aspx","12,800,922","12,801,989","^Y","5.5","5.8","*0.2","64,524","11.4",0.820979464359098,0.947228915662651
"1306","Puerto Rico",2020-09-28,23264,10799,12456,46.42,53.54,1088.52,1158.55,"644",NA,NA,NA,NA,0,0,"https://estadisticas.pr/en/covid-19",NA,NA,NA,NA,NA,NA,NA,NA,0.866971740526654,NA
"1307","Rhode Island",2020-09-28,24181,10881,13300,45,55,764.99,846.18,"1107",520,587,47,53,101.36,107.99,"https://ri-department-of-health-covid-19-data-rihealth.hub.arcgis.com/","1,058,287","1,059,361","Y","4.1","4.1","Z","62,266","10.1",0.81812030075188,0.885860306643952
"1308","South Carolina",2020-09-28,145887,64665,76445,44.33,52.4,1971.43,2031.68,"3326",1664,1621,50.03,48.74,69.17,63.56,"https://scdhec.gov/infectious-diseases/viruses/coronavirus-disease-2019-covid-19/testing-sc-data-covid-19","5,084,156","5,148,714","N","10.5","10.8","0.4","57,444","14.0",0.845902282686899,1.02652683528686
"1309","South Dakota",2020-09-28,21541,10390,11151,48.23,51.77,782.24,822.24,"218",118,100,54.13,45.87,27.08,23.34,"https://doh.sd.gov/news/coronavirus.aspx","878,698","884,659","N","9.8","10.2","0.4","59,463","10.7",0.93175499955161,1.18
"1310","Tennessee",2020-09-28,192995,92587,98608,47.97,51.09,2722.43,2772.4,"2377",1330,1047,55.95,44.05,41,30.73,"https://www.tn.gov/health/cedep/ncov.html","6,771,631","6,829,174","N","10.1","10.1","Z","56,060","11.7",0.938940045432419,1.27029608404967
"1311","Texas",2020-09-28,735132,474160,248475,64.5,33.8,3201.61,1663.03,"15522",9049,6473,58.3,41.7,65.34,46.12,"https://txdshs.maps.arcgis.com/apps/opsdashboard/index.html#/ed483ecd702b4298ab01e8b9cafc8b83","28,628,666","28,995,881","N","17.7","18.4","*0.6","59,785","13.4",1.90828051111782,1.39796076008033
"1312","US Virgin Island",2020-09-28,1317,718,561,54.52,42.6,NA,NA,"19",NA,NA,NA,NA,NA,NA,"https://doh.vi.gov/covid19usvi",NA,NA,NA,NA,NA,NA,NA,NA,1.27985739750446,NA
"1313","Utah",2020-09-28,70615,35558,34992,50.35,49.55,2099.01,2084.85,"453",232,221,51.3,48.7,15.16,14.59,"https://coronavirus.utah.gov/case-counts/","3,153,550","3,205,958","N","9.4","9.7","0.2","77,067","7.8",1.01617512574303,1.04977375565611
"1314","Vermont",2020-09-28,1742,852,884,48.91,50.75,271.45,275.39,"58",33,25,56.9,43.1,10.72,7.89,"https://vcgi.maps.arcgis.com/apps/opsdashboard/index.html#/6128a0bc9ae14e98a686b635001ef7a7","624,358","623,989","Y","4.0","4.5","0.5","70,066","9.2",0.963800904977376,1.32
"1315","Virginia",2020-09-28,146144,67412,72161,46.13,49.38,1628.87,1687.9,"3159",1542,1462,48.81,46.28,37.26,34.2,"https://public.tableau.com/views/VirginiaCOVID-19Dashboard/VirginiaCOVID-19Dashboard?:embed=yes&:display_count=yes&:showVizHome=no&:toolbar=no","8,501,286","8,535,519","~Y","8.8","7.9","*-0.9","77,151","10.1",0.934188827760147,1.0547195622435
"1316","Virginia",2020-09-28,146144,67412,72161,46.13,49.38,1628.87,1687.9,"3159",1542,1462,48.81,46.28,37.26,34.2,"https://public.tableau.com/views/VirginiaCOVID-19Dashboard/VirginiaCOVID-19Dashboard?:embed=yes&:display_count=yes&:showVizHome=no&:toolbar=no","1,804,291","1,792,147","~Y","8.8","7.9","*-0.9","77,151","10.1",0.934188827760147,1.0547195622435
"1317","Washington",2020-09-28,86269,39684,42272,46,49,1064.21,1108.58,"2100",1113,945,53,45,30.53,25.9,"https://www.doh.wa.gov/Emergencies/Coronavirus","7,523,869","7,614,893","Y","6.4","6.6","0.2","79,726","9.7",0.938777441332324,1.17777777777778
"1318","West Virginia",2020-09-28,15348,6917,7826,45.07,50.99,706.15,783.15,"334",NA,NA,NA,NA,0,0,"https://dhhr.wv.gov/COVID-19/Pages/default.aspx",NA,NA,NA,NA,NA,NA,NA,NA,0.883848709430105,NA
"1319","Wisconsin",2020-09-28,115862,56627,59041,48.87,50.96,1722.48,1774.97,"1281",702,578,54.8,45.12,24.44,19.89,"https://www.dhs.wisconsin.gov/covid-19/data.htm","5,807,406","5,822,434","N","5.5","5.7","0.3","62,629","8.9",0.959113158652462,1.21453287197232
"1320","Wyoming",2020-09-28,4780,2323,2342,48.6,49,684.6,700.71,"50",31,19,61.2,38.8,10.3,6.81,"https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/novel-coronavirus/covid-19-map-and-statistics/","577,601","578,759","N","10.5","12.3","*1.8","62,539","11.2",0.991887275832622,1.63157894736842
"1321","Alabama",2020-10-05,159169,69334,87845,43.56,55.19,2943.12,3501.38,"2558",1328,1228,51.9,48,56.35,48.94,"https://alpublichealth.maps.arcgis.com/apps/opsdashboard/index.html#/6d2771faa9da4a2786a509d82c8cf0f7",NA,NA,NA,NA,NA,NA,NA,NA,0.789276566679948,1.0814332247557
"1322","Alaska",2020-10-05,8405,4238,4167,50.42,49.58,1099.13,1180.66,"58",38,20,65.52,34.48,9.86,5.67,"https://coronavirus-response-alaska-dhss.hub.arcgis.com/","4,887,681","4,903,185","+Y","12.6","12.2","-0.4","68,734","12.6",1.01703863690905,1.9
"1323","Alaska",2020-10-05,8405,4238,4167,50.42,49.58,1099.13,1180.66,"58",38,20,65.52,34.48,9.86,5.67,"https://coronavirus-response-alaska-dhss.hub.arcgis.com/","735,139","731,545","+Y","12.6","12.2","-0.4","68,734","12.6",1.01703863690905,1.9
"1324","Arizona",2020-10-05,220754,105869,114505,47.96,51.87,3065.61,3277.9,"5706",3261,2444,57.15,42.83,94.43,69.96,"https://www.azdhs.gov/preparedness/epidemiology-disease-control/infectious-disease-epidemiology/index.php#novel-coronavirus-home","7,158,024","7,278,717","Y","10.6","11.3","*0.7","62,283","13.2",0.924579712676302,1.33428805237316
"1325","Arkansas",2020-10-05,87013,43594,43158,50.1,49.6,2968.75,2835.16,"1425",NA,NA,NA,NA,0,0,"https://www.healthy.arkansas.gov/programs-services/topics/novel-coronavirus","3,009,733","3,017,804","Y","8.2","9.1","*0.9","49,781","15.4",1.01010241438436,NA
"1326","California",2020-10-05,823729,401156,415159,48.7,50.4,2062.1,2107.94,"16120",9221,6867,57.2,42.6,47.4,34.87,"https://update.covid19.ca.gov/","39,461,588","39,512,223","Y","7.2","7.7","*0.5","70,489","12.0",0.966270754096623,1.34279889325761
"1327","Colorado",2020-10-05,73076,33754,35566,46.19,48.67,1213.8,1293.17,"2068",1137,924,54.98,44.68,40.89,33.6,"https://covid19.colorado.gov/case-data","5,691,287","5,758,736","Y","7.5","8.0","*0.5","73,034","9.0",0.94905246583816,1.23051948051948
"1328","Connecticut",2020-10-05,58297,26542,31521,45.53,54.07,1519.18,1718.35,"4513",2148,2364,47.6,52.38,122.94,128.87,"https://portal.ct.gov/Coronavirus","3,571,520","3,565,287","Y","5.3","5.9","*0.6","72,812","10.4",0.842041813394245,0.908629441624365
"1329","Delaware",2020-10-05,21243,9773,11431,46.01,53.81,2126.55,2333.21,"645",310,335,48.06,51.94,67.45,68.38,"https://myhealthycommunity.dhss.delaware.gov/locations/state","965,479","973,764","Y","5.7","6.6","0.9","65,012","8.1",0.854955821887849,0.925373134328358
"1330","District of Columbia",2020-10-05,15519,7586,7885,48.88,50.81,2335.01,2192.61,"631",360,271,57.05,42.95,110.81,75.36,"https://coronavirus.dc.gov/release/coronavirus-data-april-30-2020","701,547","705,749","Y","3.2","3.5","0.4",NA,"14.3",0.962079898541535,1.32841328413284
"1331","Florida",2020-10-05,716459,344471,368385,48.08,51.42,3420.11,3499.69,"14671",NA,NA,NA,NA,0,0,"https://experience.arcgis.com/experience/96dd742462124fa0b38ddedb9b25e429/","21,244,317","21,477,737","N","13.0","13.2","0.2","54,644","13.5",0.935084218955712,NA
"1332","Georgia",2020-10-05,322925,145316,169536,45,52.5,2899.23,3207.71,"7162",3719,3443,51.93,48.07,74.2,65.14,"https://dph.georgia.gov/covid-19-daily-status-report","10,511,131","10,617,423","N","13.7","13.4","-0.2","55,821","14.0",0.857139486598717,1.08016264885274
"1333","Hawaii",2020-10-05,12567,6527,6040,51.94,48.06,914.44,852.8,"141",91,50,64.54,35.46,12.75,7.06,"https://health.hawaii.gov/coronavirusdisease2019/what-you-should-know/current-situation-in-hawaii/","1,420,593","1,415,872","Y","4.1","4.2","0.1","80,108","9.9",1.08062913907285,1.82
"1334","Idaho",2020-10-05,43964,21163,22282,48.14,50.68,2502.83,2645.55,"482",272,210,56.43,43.57,32.17,24.93,"https://public.tableau.com/profile/idaho.division.of.public.health#!/vizhome/DPHIdahoCOVID-19Dashboard_V2/Story1","1,750,536","1,787,065","N","11.1","10.8","-0.3","58,728","11.5",0.94978009155372,1.2952380952381
"1335","Illinois",2020-10-05,301541,141818,154666,47.03,51.29,2252.54,2370.15,"8791",4724,4066,53.74,46.25,75.03,62.31,"http://www.dph.illinois.gov/covid19/covid19-statistics","12,723,071","12,671,821","Y","7.0","7.4","*0.4","70,145","10.9",0.916930676425329,1.16182980816527
"1336","Indiana",2020-10-05,125146,57943,65201,46.3,52.1,1771.37,1936.84,"3447",1734,1655,50.3,48,53.01,49.15,"https://coronavirus.in.gov/","6,695,497","6,732,219","+Y","8.3","8.7","*0.5","59,892","11.6",0.888682688915814,1.04773413897281
"1337","Iowa",2020-10-05,92744,45445,46372,49,50,2923.46,2938.62,"1387",721,666,52,48,46.4,42.19,"https://idph.iowa.gov/Emerging-Health-Issues/Novel-Coronavirus","3,148,618","3,155,070","Y","4.7","5.0","0.3","68,718","8.2",0.98000948848443,1.08258258258258
"1338","Kansas",2020-10-05,61111,29984,30196,49.06,49.41,2068.7,2069.12,"698",398,297,57.02,42.55,27.46,20.35,"https://www.coronavirus.kdheks.gov/","2,911,359","2,913,314","N","8.8","9.2","0.4","63,938","10.9",0.992979202543383,1.34006734006734
"1339","Kentucky",2020-10-05,72617,33418,38552,46.02,53.09,1528.24,1710.79,"1209",562,647,46.48,53.52,25.7,28.71,"https://govstatus.egov.com/kycovid19","4,461,153","4,467,673","Y","5.6","6.4","*0.8","54,555","14.6",0.866829217680017,0.868624420401855
"1340","Louisiana",2020-10-05,168294,74049,94245,44,56,3247.82,3953.8,"5387",2807,2580,52.1,47.9,123.1,108.25,"http://ldh.la.gov/coronavirus/","4,659,690","4,648,794","#Y","8.0","8.9","*0.9","49,973","19.8",0.785707464586981,1.08798449612403
"1341","Maine",2020-10-05,5519,2678,2841,48.52,51.48,410.55,417.48,"142",68,74,47.89,52.11,10.42,10.87,"https://www.maine.gov/dhhs/mecdc/infectious-disease/epi/airborne/coronavirus.shtml","1,339,057","1,344,212","N","8.0","8.0","Z","58,663","12.0",0.942625835973249,0.918918918918919
"1342","Maryland",2020-10-05,127290,60116,67174,47.23,52.77,2065.61,2171.73,"3814",1950,1864,51.13,48.87,67,60.26,"https://coronavirus.maryland.gov/","6,035,802","6,045,680","Y","6.0","6.0","Z","86,223","7.8",0.894929585851669,1.04613733905579
"1343","Massachussets",2020-10-05,132440,0,0,0,0,0,0,"9295",4361,5145,46.92,55.35,131.59,146.32,"https://www.mass.gov/info-details/covid-19-cases-quarantine-and-monitoring",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.847619047619048
"1344","Michigan",2020-10-05,127516,60866,66350,47.73,52.03,1242.39,1311.69,"6801",3553,3248,52.24,47.76,72.52,64.21,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html","9,984,072","9,986,857","^Y","5.4","5.8","*0.4","60,449","11.0",0.917347400150716,1.0939039408867
"1345","Minnesota",2020-10-05,103826,49670,53551,47.84,51.58,1805.03,1929.34,"2080",1015,1033,48.8,49.66,36.89,37.22,"https://www.health.state.mn.us/diseases/coronavirus/situation.html#raceeth1","5,606,249","5,639,632","Y","4.4","4.9","*0.5","71,817","8.2",0.927527030307557,0.982575024201355
"1346","Mississippi",2020-10-05,100167,42771,56895,42.7,56.8,2948.97,3698.35,"3011",1411,1443,46.86,47.92,97.28,93.8,"https://msdh.ms.gov/msdhsite/_static/14,0,420.html#caseTable","2,981,020","2,976,149","N","12.1","13.0","*0.8","42,781","19.0",0.751753229633535,0.977823977823978
"1347","Missouri",2020-10-05,133418,0,0,0,0,0,0,"2174",0,0,0,0,0,0,"https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php","6,121,623","6,137,428","N","9.4","10.0","*0.6","61,726","11.9",NA,NA
"1348","Montana",2020-10-05,14635,7219,7416,49.33,50.67,1377.09,1433.01,"187",NA,NA,NA,NA,0,0,"https://dphhs.mt.gov/publichealth/cdepi/diseases/coronavirusmt/demographics","1,060,665","1,068,778","+Y","8.2","8.3","0.1","57,679","10.3",0.973435814455232,NA
"1349","Nebraska",2020-10-05,47807,21943,22804,45.9,47.7,2310.05,2388.22,"501",273,226,54.49,45.11,28.74,23.67,"http://dhhs.ne.gov/Pages/Coronavirus.aspx","1,925,614","1,934,408","N","8.3","8.3","Z","67,575","11.0",0.962243466058586,1.20796460176991
"1350","Nevada",2020-10-05,82100,38326,40953,46.68,49.88,2612.25,2813.32,"1623",980,626,60.38,38.57,66.8,43,"https://app.powerbigov.us/view?r=eyJrIjoiMjA2ZThiOWUtM2FlNS00MGY5LWFmYjUtNmQwNTQ3Nzg5N2I2IiwidCI6ImU0YTM0MGU2LWI4OWUtNGU2OC04ZWFhLTE1NDRkMjcwMzk4MCJ9","3,027,341","3,080,156","Y","11.2","11.4","0.2","61,864","13.1",0.935853295240886,1.56549520766773
"1351","New Hampshire",2020-10-05,8645,3841,4800,44.43,55.52,577.61,707.3,"443",214,229,48.31,51.69,32.18,33.74,"https://www.nh.gov/covid19/","1,353,465","1,359,711","^Y","5.7","6.3","0.5","81,346","6.6",0.800208333333333,0.934497816593886
"1352","New Jersey",2020-10-05,208202,101158,105976,48.59,50.9,2333.02,2331.24,"14349",7670,6679,53.45,46.55,176.89,146.92,"https://maps.arcgis.com/apps/MapSeries/index.html?appid=c2efd1898e48452e83d7218329e953d7","8,886,025","8,882,190","Y","7.4","7.9","*0.4","74,176","9.1",0.954536876273873,1.14837550531517
"1353","New Mexico",2020-10-05,30477,15054,15166,49.39,49.76,1453.3,1435.38,"892",NA,NA,NA,NA,0,0,"https://cv.nmhealth.org/","2,092,741","2,096,829","Y","9.5","10.0","0.4","48,283","18.2",0.992615060002637,NA
"1354","New York",2020-10-05,464582,233220,227181,50.2,48.9,2449.91,2249.56,"25519",14634,10876,57.35,42.62,153.73,107.69,"https://covid19tracker.health.ny.gov/views/NYS-COVID19-Tracker/NYSDOHCOVID-19Tracker-Fatalities?%3Aembed=yes&%3Atoolbar=no&%3Atabs=n","19,530,351","19,453,561","Y","5.4","5.2","-0.2","67,274","11.9",1.02658232862783,1.34553144538433
"1355","North Carolina",2020-10-05,217496,102637,113378,47.19,52.13,2075.67,2175.8,"3634",1869,1749,51.43,48.13,37.8,33.56,"https://www.ncdhhs.gov/divisions/public-health/covid19/covid-19-nc-case-count#by-race-ethnicity","10,381,615","10,488,084","N","10.7","11.3","*0.5","53,369","14.1",0.905263807793399,1.06861063464837
"1356","North Dakota",2020-10-05,23550,11104,12446,47.15,52.85,2875.32,3400.38,"274",NA,NA,NA,NA,0,0,"https://www.health.nd.gov/diseases-conditions/coronavirus/north-dakota-coronavirus-cases","758,080","762,062","Y","7.3","6.9","-0.4","66,505","11.1",0.89217419251165,NA
"1357","Ohio",2020-10-05,158907,74686,82632,47,52,1309.37,1391.59,"4925",2512,2409,51.01,48.91,44.04,40.57,"https://coronavirus.ohio.gov/wps/portal/gov/covid-19/home","11,676,341","11,689,100","Y","6.5","6.6","0.1","61,633","12.4",0.903838706554361,1.04275633042756
"1358","Oklahoma",2020-10-05,91317,43664,47569,47.82,52.09,2248.89,2406.65,"1052",580,472,55.13,44.87,29.87,23.88,"https://coronavirus.health.ok.gov/","3,940,235","3,956,971","N","14.2","14.3","0.1","54,434","13.1",0.917908722066892,1.22881355932203
"1359","Oregon",2020-10-05,34163,16391,17649,47.98,51.66,810.22,857.2,"563",323,240,57.37,42.63,15.97,11.66,"https://govstatus.egov.com/OR-OHA-COVID-19","4,181,886","4,217,737","Y","7.1","7.2","0.1","69,165","10.6",0.928721174004193,1.34583333333333
"1360","Pennsylvania",2020-10-05,158001,73498,88945,46.52,56.29,1173.49,1362.52,"8216",3976,4203,48.39,51.16,63.48,64.38,"https://www.health.pa.gov/topics/disease/coronavirus/Pages/Cases.aspx","12,800,922","12,801,989","^Y","5.5","5.8","*0.2","64,524","11.4",0.826330878632863,0.945990958838925
"1361","Puerto Rico",2020-10-05,23264,10799,12465,46.42,53.58,669.55,702.62,"644",NA,NA,NA,NA,0,0,"https://estadisticas.pr/en/covid-19",NA,NA,NA,NA,NA,NA,NA,NA,0.866345768150822,NA
"1362","Rhode Island",2020-10-05,25076,11284,13792,45,55,2198.23,2538.62,"1118",525,593,47,53,102.36,109.07,"https://ri-department-of-health-covid-19-data-rihealth.hub.arcgis.com/","1,058,287","1,059,361","Y","4.1","4.1","Z","62,266","10.1",0.818155452436195,0.885328836424958
"1363","South Carolina",2020-10-05,151582,67286,79306,44.39,52.32,2796.91,3109.8,"3453",1729,1682,50.07,48.71,71.87,65.96,"https://scdhec.gov/infectious-diseases/viruses/coronavirus-disease-2019-covid-19/testing-sc-data-covid-19","5,084,156","5,148,714","N","10.5","10.8","0.4","57,444","14.0",0.848435175144377,1.02794292508918
"1364","South Dakota",2020-10-05,24418,11676,12742,47.82,52.18,2679.45,2973.43,"248",138,110,55.65,44.35,31.67,25.67,"https://doh.sd.gov/news/coronavirus.aspx","878,698","884,659","N","9.8","10.2","0.4","59,463","10.7",0.916339664102967,1.25454545454545
"1365","Tennessee",2020-10-05,201210,96394,103031,47.91,51.21,2971.75,3023.73,"2577",1426,1151,55.34,44.66,43.96,33.78,"https://www.tn.gov/health/cedep/ncov.html","6,771,631","6,829,174","N","10.1","10.1","Z","56,060","11.7",0.935582494589007,1.23892267593397
"1366","Texas",2020-10-05,765894,492470,261170,64.3,34.1,3555.8,1860.79,"16025",9327,6698,58.2,41.8,67.34,47.73,"https://txdshs.maps.arcgis.com/apps/opsdashboard/index.html#/ed483ecd702b4298ab01e8b9cafc8b83","28,628,666","28,995,881","N","17.7","18.4","*0.6","59,785","13.4",1.88563004939312,1.39250522544043
"1367","US Virgin Island",2020-10-05,1327,718,575,54.11,43.33,NA,NA,"20",NA,NA,NA,NA,NA,NA,"https://doh.vi.gov/covid19usvi",NA,NA,NA,NA,NA,NA,NA,NA,1.24869565217391,NA
"1368","Utah",2020-10-05,77618,39014,38538,50.26,49.65,2545.33,2547.83,"478",245,233,51.2,48.8,15.97,15.42,"https://coronavirus.utah.gov/case-counts/","3,153,550","3,205,958","N","9.4","9.7","0.2","77,067","7.8",1.01235144532669,1.05150214592275
"1369","Vermont",2020-10-05,1785,877,902,49.13,50.53,284.77,284.54,"58",33,25,56.9,43.1,10.72,7.89,"https://vcgi.maps.arcgis.com/apps/opsdashboard/index.html#/6128a0bc9ae14e98a686b635001ef7a7","624,358","623,989","Y","4.0","4.5","0.5","70,066","9.2",0.972283813747228,1.32
"1370","Virginia",2020-10-05,151870,73091,77804,48.13,51.23,1766.09,1819.89,"3273",1672,1590,51.08,48.58,40.4,37.19,"https://public.tableau.com/views/VirginiaCOVID-19Dashboard/VirginiaCOVID-19Dashboard?:embed=yes&:display_count=yes&:showVizHome=no&:toolbar=no","8,501,286","8,535,519","~Y","8.8","7.9","*-0.9","77,151","10.1",0.939424708241221,1.05157232704403
"1371","Virginia",2020-10-05,151870,73091,77804,48.13,51.23,1766.09,1819.89,"3273",1672,1590,51.08,48.58,40.4,37.19,"https://public.tableau.com/views/VirginiaCOVID-19Dashboard/VirginiaCOVID-19Dashboard?:embed=yes&:display_count=yes&:showVizHome=no&:toolbar=no","1,804,291","1,792,147","~Y","8.8","7.9","*-0.9","77,151","10.1",0.939424708241221,1.05157232704403
"1372","Washington",2020-10-05,89874,42241,44038,47,49,1158.66,1206.97,"2142",1135,964,53,45,31.14,26.42,"https://www.doh.wa.gov/Emergencies/Coronavirus","7,523,869","7,614,893","Y","6.4","6.6","0.2","79,726","9.7",0.959194332167673,1.17738589211618
"1373","West Virginia",2020-10-05,16628,7450,8447,44.8,50.8,823.94,913.33,"358",NA,NA,NA,NA,0,0,"https://dhhr.wv.gov/COVID-19/Pages/default.aspx",NA,NA,NA,NA,NA,NA,NA,NA,0.881969930152717,NA
"1374","Wisconsin",2020-10-05,132633,64974,67479,48.99,50.88,2262.03,2322.04,"1377",759,617,55.12,44.81,26.42,21.23,"https://www.dhs.wisconsin.gov/covid-19/data.htm","5,807,406","5,822,434","N","5.5","5.7","0.3","62,629","8.9",0.96287733961677,1.23014586709887
"1375","Wyoming",2020-10-05,5546,2690,2684,48.5,48.4,905.72,942.32,"53",33,20,62.3,37.7,11.12,7.01,"https://health.wyo.gov/publichealth/infect","577,601","578,759","N","10.5","12.3","*1.8","62,539","11.2",1.00223546944858,1.65
"1376","Alabama",2020-10-12,165342,72122,91153,43.62,55.13,3061.47,3633.22,"2664",1375,1289,51.6,48.4,58.35,51.39,"https://alpublichealth.maps.arcgis.com/apps/opsdashboard/index.html#/6d2771faa9da4a2786a509d82c8cf0f7",NA,NA,NA,NA,NA,NA,NA,NA,0.791219158996413,1.066718386346
"1377","Alaska",2020-10-12,9686,4839,4846,49.96,50.03,1255,1373.05,"60",39,21,65,35,10.11,5.95,"https://coronavirus-response-alaska-dhss.hub.arcgis.com/","4,887,681","4,903,185","+Y","12.6","12.2","-0.4","68,734","12.6",0.998555509698721,1.85714285714286
"1378","Alaska",2020-10-12,9686,4839,4846,49.96,50.03,1255,1373.05,"60",39,21,65,35,10.11,5.95,"https://coronavirus-response-alaska-dhss.hub.arcgis.com/","735,139","731,545","+Y","12.6","12.2","-0.4","68,734","12.6",0.998555509698721,1.85714285714286
"1379","Arizona",2020-10-12,225575,108132,117049,47.94,51.89,3131.14,3350.72,"5759",3293,2465,57.18,42.8,95.35,70.56,"https://www.azdhs.gov/preparedness/epidemiology-disease-control/infectious-disease-epidemiology/index.php#novel-coronavirus-home","7,158,024","7,278,717","Y","10.6","11.3","*0.7","62,283","13.2",0.923818229972063,1.33590263691684
"1380","Arkansas",2020-10-12,92833,46231,46231,49.8,49.8,3148.36,3036.99,"1569",NA,NA,NA,NA,0,0,"https://www.healthy.arkansas.gov/programs-services/topics/novel-coronavirus","3,009,733","3,017,804","Y","8.2","9.1","*0.9","49,781","15.4",1,NA
"1381","California",2020-10-12,846579,412284,427522,48.7,50.5,2119.3,2170.72,"16564",9458,7073,57.1,42.7,48.62,35.91,"https://update.covid19.ca.gov/","39,461,588","39,512,223","Y","7.2","7.7","*0.5","70,489","12.0",0.964357389795145,1.33719779442952
"1382","Colorado",2020-10-12,78461,36265,38234,46.22,48.73,1304.09,1390.17,"2113",1159,946,54.85,44.77,41.68,34.4,"https://covid19.colorado.gov/case-data","5,691,287","5,758,736","Y","7.5","8.0","*0.5","73,034","9.0",0.948501333891301,1.22515856236786
"1383","Connecticut",2020-10-12,60038,27362,32427,45.57,54.01,1566.11,1767.74,"4530",2156,2373,47.59,52.38,123.4,129.36,"https://portal.ct.gov/Coronavirus","3,571,520","3,565,287","Y","5.3","5.9","*0.6","72,812","10.4",0.843803003669781,0.908554572271386
"1384","Delaware",2020-10-12,22130,10167,11924,45.94,53.88,2212.29,2433.84,"654",313,341,47.86,52.14,68.11,69.6,"https://myhealthycommunity.dhss.delaware.gov/locations/state","965,479","973,764","Y","5.7","6.6","0.9","65,012","8.1",0.852650117410265,0.917888563049853
"1385","District of Columbia",2020-10-12,15984,7818,8118,48.91,50.79,2406.42,2257.4,"637",363,274,56.99,43.01,111.73,76.19,"https://coronavirus.dc.gov/release/coronavirus-data-april-30-2020","701,547","705,749","Y","3.2","3.5","0.4",NA,"14.3",0.963045084996304,1.32481751824818
"1386","Florida",2020-10-12,734491,353206,377641,48.09,51.42,3506.84,3587.62,"15364",NA,NA,NA,NA,0,0,"https://experience.arcgis.com/experience/96dd742462124fa0b38ddedb9b25e429/","21,244,317","21,477,737","N","13.0","13.2","0.2","54,644","13.5",0.935295690881022,NA
"1387","Georgia",2020-10-12,331409,149465,174321,45.1,52.6,2982.02,3298.25,"7416",3839,3577,51.77,48.23,76.59,67.68,"https://dph.georgia.gov/covid-19-daily-status-report","10,511,131","10,617,423","N","13.7","13.4","-0.2","55,821","14.0",0.857412474687502,1.07324573665082
"1388","Hawaii",2020-10-12,13472,6527,6040,48.45,44.83,914.44,852.8,"169",91,50,53.85,29.59,12.75,7.06,"https://health.hawaii.gov/coronavirusdisease2019/what-you-should-know/current-situation-in-hawaii/","1,420,593","1,415,872","Y","4.1","4.2","0.1","80,108","9.9",1.08062913907285,1.82
"1389","Idaho",2020-10-12,48066,23150,24394,48.16,50.75,2737.82,2896.31,"507",285,222,56.21,43.79,33.71,26.36,"https://public.tableau.com/profile/idaho.division.of.public.health#!/vizhome/DPHIdahoCOVID-19Dashboard_V2/Story1","1,750,536","1,787,065","N","11.1","10.8","-0.3","58,728","11.5",0.949003853406575,1.28378378378378
"1390","Illinois",2020-10-12,319150,150199,163672,47.06,51.28,2385.66,2508.16,"8984",4824,4160,53.7,46.3,76.62,63.75,"http://www.dph.illinois.gov/covid19/covid19-statistics","12,723,071","12,671,821","Y","7.0","7.4","*0.4","70,145","10.9",0.917682926829268,1.15961538461538
"1391","Indiana",2020-10-12,134981,62496,70460,46.3,52.2,1910.57,2093.07,"3562",1788,1717,50.2,48.2,54.66,51,"https://coronavirus.in.gov/","6,695,497","6,732,219","+Y","8.3","8.7","*0.5","59,892","11.6",0.886971331251774,1.04135119394292
"1392","Iowa",2020-10-12,99940,47971,49970,48,50,3085.99,3166.63,"1462",760,687,52,47,48.91,43.54,"https://idph.iowa.gov/Emerging-Health-Issues/Novel-Coronavirus","3,148,618","3,155,070","Y","4.7","5.0","0.3","68,718","8.2",0.959995997598559,1.10625909752547
"1393","Kansas",2020-10-12,65807,32230,32601,48.98,49.54,2223.66,2233.92,"763",440,320,57.67,41.94,30.36,21.93,"https://www.coronavirus.kdheks.gov/","2,911,359","2,913,314","N","8.8","9.2","0.4","63,938","10.9",0.988619980982179,1.375
"1394","Kentucky",2020-10-12,80292,36774,42723,45.8,53.21,1681.69,1895.88,"1252",582,670,46.49,53.51,26.62,29.73,"https://govstatus.egov.com/kycovid19","4,461,153","4,467,673","Y","5.6","6.4","*0.8","54,555","14.6",0.860754160522435,0.86865671641791
"1395","Louisiana",2020-10-12,172059,75706,94632,44,55,3320.48,3970.07,"5462",2857,2605,52.3,47.7,125.29,109.3,"http://ldh.la.gov/coronavirus/","4,659,690","4,648,794","#Y","8.0","8.9","*0.9","49,973","19.8",0.800004226899992,1.09673704414587
"1396","Maine",2020-10-12,5723,2794,2929,48.82,51.18,428.33,430.41,"143",69,74,48.25,51.75,10.58,10.87,"https://www.maine.gov/dhhs/mecdc/infectious-disease/epi/airborne/coronavirus.shtml","1,339,057","1,344,212","N","8.0","8.0","Z","58,663","12.0",0.95390918402185,0.932432432432432
